Date,High,Low,Open,Close,Currency
2000-07-14,281.35,281.35,280.55,281.35,USD
2000-07-17,283.55,283.55,281.15,283.55,USD
2000-07-18,282.65,282.65,283.55,282.65,USD
2000-07-19,279.15,279.15,282.6,279.15,USD
2000-07-20,280.25,280.25,279.05,280.25,USD
2000-07-21,280.35,280.35,280.5,280.35,USD
2000-07-24,279.25,279.25,280.05,279.25,USD
2000-07-25,279.15,279.15,279.25,279.15,USD
2000-07-26,279.75,279.75,279.3,279.75,USD
2000-07-27,278.5,278.5,279.95,278.5,USD
2000-07-28,278.4,278.4,278.55,278.4,USD
2000-07-31,277.25,277.25,278.15,277.25,USD
2000-08-01,277.35,277.35,277.55,277.35,USD
2000-08-02,277.55,277.55,277.5,277.55,USD
2000-08-03,274.0,274.0,277.4,274.0,USD
2000-08-04,273.25,273.25,274.05,273.25,USD
2000-08-07,273.75,273.75,272.75,273.75,USD
2000-08-08,273.25,273.25,273.85,273.25,USD
2000-08-09,272.85,272.85,273.75,272.85,USD
2000-08-10,272.75,272.75,272.25,272.75,USD
2000-08-11,275.15,275.15,272.7,275.15,USD
2000-08-14,274.75,274.75,275.1,274.75,USD
2000-08-15,274.65,274.65,274.75,274.65,USD
2000-08-16,277.2,277.2,274.7,277.2,USD
2000-08-17,277.6,277.6,277.75,277.6,USD
2000-08-18,276.65,276.65,277.35,276.65,USD
2000-08-21,275.25,275.25,276.7,275.25,USD
2000-08-22,273.75,273.75,274.25,273.75,USD
2000-08-23,271.25,271.25,273.55,271.25,USD
2000-08-24,272.95,272.95,270.25,272.95,USD
2000-08-25,274.25,274.25,272.95,274.25,USD
2000-08-28,274.1,274.1,274.15,274.1,USD
2000-08-29,273.45,273.45,273.85,273.45,USD
2000-08-30,274.25,274.25,273.25,274.25,USD
2000-08-31,277.75,277.75,274.15,277.75,USD
2000-09-01,276.85,276.85,277.9,276.85,USD
2000-09-04,277.0,277.0,276.95,277.0,USD
2000-09-05,275.55,275.55,276.95,275.55,USD
2000-09-06,274.45,274.45,275.7,274.45,USD
2000-09-07,273.8,273.8,274.55,273.8,USD
2000-09-08,273.05,273.05,273.85,273.05,USD
2000-09-11,273.45,273.45,272.95,273.45,USD
2000-09-12,273.05,273.05,273.2,273.05,USD
2000-09-13,272.8,272.8,274.05,272.8,USD
2000-09-14,272.45,272.45,272.35,272.45,USD
2000-09-15,272.55,272.55,272.75,272.55,USD
2000-09-18,271.8,271.8,272.55,271.8,USD
2000-09-19,272.25,272.25,272.0,272.25,USD
2000-09-20,269.45,269.45,272.15,269.45,USD
2000-09-21,270.75,270.75,269.55,270.75,USD
2000-09-22,272.15,272.15,271.05,272.15,USD
2000-09-25,274.3,274.3,272.05,274.3,USD
2000-09-26,274.35,274.35,274.55,274.35,USD
2000-09-27,278.6,278.6,274.45,278.6,USD
2000-09-28,275.55,275.55,278.5,275.55,USD
2000-09-29,274.25,274.25,275.25,274.25,USD
2000-10-02,273.4,273.4,274.25,273.4,USD
2000-10-03,272.25,272.25,273.35,272.25,USD
2000-10-04,270.75,270.75,272.0,270.75,USD
2000-10-05,270.35,270.35,270.85,270.35,USD
2000-10-06,269.65,269.65,269.75,269.65,USD
2000-10-09,270.6,270.6,269.95,270.6,USD
2000-10-10,272.75,272.75,270.6,272.75,USD
2000-10-11,271.25,271.25,273.1,271.25,USD
2000-10-12,276.65,276.65,270.95,276.65,USD
2000-10-13,272.65,272.65,276.35,272.65,USD
2000-10-16,272.05,272.05,272.45,272.05,USD
2000-10-17,271.25,271.25,272.05,271.25,USD
2000-10-18,270.65,270.65,271.6,270.65,USD
2000-10-19,270.85,270.85,270.75,270.85,USD
2000-10-20,271.5,271.5,271.1,271.5,USD
2000-10-23,270.35,270.35,271.3,270.35,USD
2000-10-24,270.3,270.3,270.4,270.3,USD
2000-10-25,266.75,266.75,270.4,266.75,USD
2000-10-26,265.35,265.35,266.8,265.35,USD
2000-10-27,264.55,264.55,265.35,264.55,USD
2000-10-30,264.85,264.85,264.75,264.85,USD
2000-10-31,265.05,265.05,264.6,265.05,USD
2000-11-01,264.3,264.3,265.1,264.3,USD
2000-11-02,264.65,264.65,264.65,264.65,USD
2000-11-03,265.2,265.2,264.8,265.2,USD
2000-11-06,265.0,265.0,265.2,265.0,USD
2000-11-07,264.4,264.4,265.15,264.4,USD
2000-11-08,265.15,265.15,264.65,265.15,USD
2000-11-09,265.75,265.75,265.05,265.75,USD
2000-11-10,264.65,264.65,265.95,264.65,USD
2000-11-13,264.45,264.45,264.75,264.45,USD
2000-11-14,264.65,264.65,264.55,264.65,USD
2000-11-15,265.25,265.25,264.6,265.25,USD
2000-11-16,265.85,265.85,264.85,265.85,USD
2000-11-17,265.8,265.8,265.85,265.8,USD
2000-11-20,266.35,266.35,266.25,266.35,USD
2000-11-21,265.85,265.85,266.45,265.85,USD
2000-11-22,266.65,266.65,265.85,266.65,USD
2000-11-23,266.0,266.0,267.25,266.0,USD
2000-11-24,265.95,265.95,266.05,265.95,USD
2000-11-27,270.05,270.05,265.75,270.05,USD
2000-11-28,269.5,269.5,270.0,269.5,USD
2000-11-29,266.95,266.95,269.6,266.95,USD
2000-11-30,270.35,270.35,266.9,270.35,USD
2000-12-01,269.4,269.4,270.45,269.4,USD
2000-12-04,271.15,271.15,269.75,271.15,USD
2000-12-05,270.35,270.35,270.9,270.35,USD
2000-12-06,274.95,274.95,270.6,274.95,USD
2000-12-07,273.75,273.75,274.75,273.75,USD
2000-12-08,272.75,272.75,273.75,272.75,USD
2000-12-11,270.55,270.55,272.75,270.55,USD
2000-12-12,271.35,271.35,270.65,271.35,USD
2000-12-13,269.2,269.2,270.95,269.2,USD
2000-12-14,269.75,269.75,269.25,269.75,USD
2000-12-15,270.9,270.9,270.05,270.9,USD
2000-12-18,270.25,270.25,271.0,270.25,USD
2000-12-19,270.25,270.25,270.25,270.25,USD
2000-12-20,273.65,273.65,270.5,273.65,USD
2000-12-21,274.25,274.25,273.45,274.25,USD
2000-12-22,273.95,273.95,274.25,273.95,USD
2000-12-25,274.05,274.05,274.0,274.05,USD
2000-12-26,274.45,274.45,273.4,274.45,USD
2000-12-27,275.55,275.55,274.55,275.55,USD
2000-12-28,272.55,272.55,275.25,272.55,USD
2000-12-29,272.4,272.4,272.45,272.4,USD
2001-01-02,268.85,268.85,272.75,268.85,USD
2001-01-03,268.65,268.65,269.25,268.65,USD
2001-01-04,267.55,267.55,268.05,267.55,USD
2001-01-05,268.1,268.1,267.45,268.1,USD
2001-01-08,268.45,268.45,268.35,268.45,USD
2001-01-09,267.85,267.85,268.55,267.85,USD
2001-01-10,264.8,264.8,267.55,264.8,USD
2001-01-11,264.15,264.15,264.9,264.15,USD
2001-01-12,264.25,264.25,264.3,264.25,USD
2001-01-15,263.65,263.65,264.5,263.65,USD
2001-01-16,263.55,263.55,263.65,263.55,USD
2001-01-17,263.7,263.7,263.75,263.7,USD
2001-01-18,265.05,265.05,263.8,265.05,USD
2001-01-19,264.85,264.85,264.8,264.85,USD
2001-01-22,266.95,266.95,265.55,266.95,USD
2001-01-23,266.55,266.55,267.5,266.55,USD
2001-01-24,264.95,264.95,266.55,264.95,USD
2001-01-25,264.95,264.95,264.95,264.95,USD
2001-01-26,263.05,263.05,265.0,263.05,USD
2001-01-29,263.15,263.15,263.55,263.15,USD
2001-01-30,265.85,265.85,263.15,265.85,USD
2001-01-31,265.85,265.85,266.0,265.85,USD
2001-02-01,268.65,268.65,266.15,268.65,USD
2001-02-02,267.5,267.5,268.35,267.5,USD
2001-02-05,265.55,265.55,267.15,265.55,USD
2001-02-06,263.65,263.65,265.45,263.65,USD
2001-02-07,263.35,263.35,263.75,263.35,USD
2001-02-08,260.9,260.9,263.4,260.9,USD
2001-02-09,260.65,260.65,260.85,260.65,USD
2001-02-12,261.35,261.35,261.35,261.35,USD
2001-02-13,260.95,260.95,261.45,260.95,USD
2001-02-14,259.9,259.9,260.65,259.9,USD
2001-02-15,256.05,256.05,259.75,256.05,USD
2001-02-16,258.95,258.95,255.95,258.95,USD
2001-02-19,259.65,259.65,258.75,259.65,USD
2001-02-20,256.25,256.25,259.65,256.25,USD
2001-02-21,258.55,258.55,256.45,258.55,USD
2001-02-22,259.05,259.05,258.75,259.05,USD
2001-02-23,261.5,261.5,258.7,261.5,USD
2001-02-26,266.85,266.85,261.75,266.85,USD
2001-02-27,268.25,268.25,267.0,268.25,USD
2001-02-28,267.25,267.25,268.05,267.25,USD
2001-03-01,265.65,265.65,267.15,265.65,USD
2001-03-02,262.75,262.75,265.05,262.75,USD
2001-03-05,263.15,263.15,262.65,263.15,USD
2001-03-06,260.75,260.75,263.1,260.75,USD
2001-03-07,262.35,262.35,260.65,262.35,USD
2001-03-08,266.45,266.45,262.45,266.45,USD
2001-03-09,272.38,272.38,267.38,272.38,USD
2001-03-12,272.55,272.55,272.2,272.55,USD
2001-03-13,267.75,267.75,272.65,267.75,USD
2001-03-14,263.05,263.05,268.65,263.05,USD
2001-03-15,260.65,260.65,263.85,260.65,USD
2001-03-16,258.75,258.75,260.85,258.75,USD
2001-03-19,260.65,260.65,258.8,260.65,USD
2001-03-20,261.65,261.65,260.85,261.65,USD
2001-03-21,263.05,263.05,262.05,263.05,USD
2001-03-22,261.95,261.95,263.15,261.95,USD
2001-03-23,262.35,262.35,262.25,262.35,USD
2001-03-26,262.65,262.65,262.15,262.65,USD
2001-03-27,261.45,261.45,262.45,261.45,USD
2001-03-28,260.05,260.05,260.9,260.05,USD
2001-03-29,259.05,259.05,260.2,259.05,USD
2001-03-30,257.95,257.95,259.15,257.95,USD
2001-04-02,255.55,255.55,257.75,255.55,USD
2001-04-03,257.05,257.05,255.7,257.05,USD
2001-04-04,258.75,258.75,257.35,258.75,USD
2001-04-05,258.55,258.55,259.0,258.55,USD
2001-04-06,259.9,259.9,258.5,259.9,USD
2001-04-09,258.5,258.5,260.05,258.5,USD
2001-04-10,257.55,257.55,258.05,257.55,USD
2001-04-11,258.75,258.75,257.75,258.75,USD
2001-04-12,260.15,260.15,258.85,260.15,USD
2001-04-13,260.15,260.15,260.0,260.15,USD
2001-04-16,263.4,263.4,260.0,263.4,USD
2001-04-17,261.0,261.0,262.85,261.0,USD
2001-04-18,261.25,261.25,261.0,261.25,USD
2001-04-19,265.5,265.5,261.15,265.5,USD
2001-04-20,264.65,264.65,265.25,264.65,USD
2001-04-23,263.5,263.5,264.25,263.5,USD
2001-04-24,264.3,264.3,263.4,264.3,USD
2001-04-25,262.35,262.35,264.25,262.35,USD
2001-04-26,264.15,264.15,262.6,264.15,USD
2001-04-27,264.05,264.05,264.25,264.05,USD
2001-04-30,264.05,264.05,263.9,264.05,USD
2001-05-01,264.35,264.35,263.85,264.35,USD
2001-05-02,265.35,265.35,264.4,265.35,USD
2001-05-03,266.15,266.15,265.25,266.15,USD
2001-05-04,266.15,266.15,266.0,266.15,USD
2001-05-07,266.1,266.1,266.05,266.1,USD
2001-05-08,264.95,264.95,266.0,264.95,USD
2001-05-09,269.9,269.9,265.05,269.9,USD
2001-05-10,269.0,269.0,269.75,269.0,USD
2001-05-11,268.05,268.05,269.05,268.05,USD
2001-05-14,268.5,268.5,268.05,268.5,USD
2001-05-15,268.4,268.4,268.45,268.4,USD
2001-05-16,272.2,272.2,268.5,272.2,USD
2001-05-17,273.55,273.55,272.05,273.55,USD
2001-05-18,286.35,286.35,273.6,286.35,USD
2001-05-21,285.65,285.65,286.5,285.65,USD
2001-05-22,285.25,285.25,285.5,285.25,USD
2001-05-23,283.75,283.75,285.5,283.75,USD
2001-05-24,279.25,279.25,283.6,279.25,USD
2001-05-25,277.9,277.9,279.25,277.9,USD
2001-05-28,277.9,277.9,277.75,277.9,USD
2001-05-29,273.9,273.9,277.8,273.9,USD
2001-05-30,266.1,266.1,273.9,266.1,USD
2001-05-31,266.05,266.05,266.5,266.05,USD
2001-06-01,267.0,267.0,265.9,267.0,USD
2001-06-04,265.55,265.55,266.95,265.55,USD
2001-06-05,266.35,266.35,265.85,266.35,USD
2001-06-06,266.25,266.25,266.35,266.25,USD
2001-06-07,266.35,266.35,266.55,266.35,USD
2001-06-08,273.5,273.5,266.6,273.5,USD
2001-06-11,268.0,268.0,273.75,268.0,USD
2001-06-12,271.85,271.85,268.15,271.85,USD
2001-06-13,272.65,272.65,271.85,272.65,USD
2001-06-14,275.75,275.75,272.65,275.75,USD
2001-06-15,271.15,271.15,275.65,271.15,USD
2001-06-18,273.05,273.05,271.6,273.05,USD
2001-06-19,273.65,273.65,272.45,273.65,USD
2001-06-20,272.65,272.65,273.55,272.65,USD
2001-06-21,272.85,272.85,272.55,272.85,USD
2001-06-22,272.6,272.6,272.5,272.6,USD
2001-06-25,274.0,274.0,272.55,274.0,USD
2001-06-26,276.25,276.25,273.85,276.25,USD
2001-06-27,272.25,272.25,276.25,272.25,USD
2001-06-28,269.35,269.35,272.55,269.35,USD
2001-06-29,270.85,270.85,269.4,270.85,USD
2001-07-02,269.35,269.35,270.8,269.35,USD
2001-07-03,267.95,267.95,269.55,267.95,USD
2001-07-04,267.95,267.95,267.85,267.95,USD
2001-07-05,265.35,265.35,267.75,265.35,USD
2001-07-06,266.25,266.25,265.55,266.25,USD
2001-07-09,266.65,266.65,266.45,266.65,USD
2001-07-10,266.35,266.35,266.65,266.35,USD
2001-07-11,268.75,268.75,266.4,268.75,USD
2001-07-12,266.85,266.85,268.25,266.85,USD
2001-07-13,267.35,267.35,266.75,267.35,USD
2001-07-16,267.15,267.15,267.3,267.15,USD
2001-07-17,268.45,268.45,267.25,268.45,USD
2001-07-18,270.75,270.75,268.4,270.75,USD
2001-07-19,269.45,269.45,270.45,269.45,USD
2001-07-20,270.15,270.15,269.25,270.15,USD
2001-07-23,268.85,268.85,270.0,268.85,USD
2001-07-24,269.75,269.75,269.0,269.75,USD
2001-07-25,267.95,267.95,269.75,267.95,USD
2001-07-26,266.65,266.65,267.75,266.65,USD
2001-07-27,267.85,267.85,266.75,267.85,USD
2001-07-30,265.25,265.25,267.85,265.25,USD
2001-07-31,266.85,266.85,265.35,266.85,USD
2001-08-01,267.55,267.55,266.55,267.55,USD
2001-08-02,267.75,267.75,267.75,267.75,USD
2001-08-03,268.45,268.45,267.85,268.45,USD
2001-08-06,267.75,267.75,268.45,267.75,USD
2001-08-07,267.65,267.65,267.65,267.65,USD
2001-08-08,268.35,268.35,267.45,268.35,USD
2001-08-09,273.55,273.55,268.45,273.55,USD
2001-08-10,274.25,274.25,273.25,274.25,USD
2001-08-13,276.05,276.05,274.0,276.05,USD
2001-08-14,276.45,276.45,275.75,276.45,USD
2001-08-15,276.05,276.05,276.35,276.05,USD
2001-08-16,275.35,275.35,275.95,275.35,USD
2001-08-17,279.25,279.25,274.95,279.25,USD
2001-08-20,276.15,276.15,278.75,276.15,USD
2001-08-21,275.05,275.05,276.25,275.05,USD
2001-08-22,274.55,274.55,275.25,274.55,USD
2001-08-23,275.55,275.55,274.55,275.55,USD
2001-08-24,272.85,272.85,275.35,272.85,USD
2001-08-27,272.85,272.85,272.75,272.85,USD
2001-08-28,272.25,272.25,272.75,272.25,USD
2001-08-29,273.75,273.75,272.55,273.75,USD
2001-08-30,275.25,275.25,273.55,275.25,USD
2001-08-31,274.45,274.45,275.25,274.45,USD
2001-09-03,273.5,273.5,274.25,273.5,USD
2001-09-04,272.15,272.15,273.4,272.15,USD
2001-09-05,272.0,272.0,272.05,272.0,USD
2001-09-06,272.9,272.9,271.85,272.9,USD
2001-09-07,273.15,273.15,272.9,273.15,USD
2001-09-10,271.75,271.75,273.15,271.75,USD
2001-09-11,288.5,288.5,273.65,288.5,USD
2001-09-12,279.5,279.5,291.5,279.5,USD
2001-09-13,282.0,282.0,278.0,282.0,USD
2001-09-14,286.3,286.3,281.0,286.3,USD
2001-09-17,289.95,289.95,290.75,289.95,USD
2001-09-18,288.0,288.0,289.5,288.0,USD
2001-09-19,290.65,290.65,288.0,290.65,USD
2001-09-20,288.65,288.65,290.25,288.65,USD
2001-09-21,291.7,291.7,289.0,291.7,USD
2001-09-24,289.5,289.5,291.25,289.5,USD
2001-09-25,289.75,289.75,289.5,289.75,USD
2001-09-26,293.0,293.0,289.0,293.0,USD
2001-09-27,291.8,291.8,292.65,291.8,USD
2001-09-28,292.95,292.95,291.5,292.95,USD
2001-10-01,291.95,291.95,291.95,291.95,USD
2001-10-02,289.7,289.7,292.15,289.7,USD
2001-10-03,289.7,289.7,290.0,289.7,USD
2001-10-04,290.1,290.1,289.25,290.1,USD
2001-10-05,291.25,291.25,290.25,291.25,USD
2001-10-08,292.15,292.15,292.75,292.15,USD
2001-10-09,288.25,288.25,292.0,288.25,USD
2001-10-10,285.1,285.1,289.0,285.1,USD
2001-10-11,281.5,281.5,285.5,281.5,USD
2001-10-12,284.7,284.7,282.55,284.7,USD
2001-10-15,281.55,281.55,284.35,281.55,USD
2001-10-16,281.45,281.45,281.75,281.45,USD
2001-10-17,282.55,282.55,281.65,282.55,USD
2001-10-18,279.57,279.57,283.02,279.57,USD
2001-10-19,279.77,279.77,279.38,279.77,USD
2001-10-22,275.6,275.6,279.4,275.6,USD
2001-10-23,275.95,275.95,275.75,275.95,USD
2001-10-24,275.5,275.5,276.1,275.5,USD
2001-10-25,277.25,277.25,275.85,277.25,USD
2001-10-26,277.4,277.4,276.8,277.4,USD
2001-10-29,278.9,278.9,277.55,278.9,USD
2001-10-30,280.35,280.35,279.15,280.35,USD
2001-10-31,279.65,279.65,280.5,279.65,USD
2001-11-01,279.95,279.95,279.55,279.95,USD
2001-11-02,279.95,279.95,279.95,279.95,USD
2001-11-05,278.85,278.85,280.25,278.85,USD
2001-11-06,279.9,279.9,278.95,279.9,USD
2001-11-07,280.45,280.45,280.75,280.45,USD
2001-11-08,277.65,277.65,280.75,277.65,USD
2001-11-09,277.45,277.45,276.65,277.45,USD
2001-11-12,278.25,278.25,277.65,278.25,USD
2001-11-13,277.75,277.75,278.25,277.75,USD
2001-11-14,277.35,277.35,277.55,277.35,USD
2001-11-15,275.15,275.15,277.35,275.15,USD
2001-11-16,274.85,274.85,275.25,274.85,USD
2001-11-19,273.0,273.0,274.85,273.0,USD
2001-11-20,273.3,273.3,272.85,273.3,USD
2001-11-21,273.35,273.35,273.25,273.35,USD
2001-11-22,272.85,272.85,273.15,272.85,USD
2001-11-23,272.9,272.9,272.85,272.9,USD
2001-11-26,273.15,273.15,273.0,273.15,USD
2001-11-27,273.65,273.65,272.95,273.65,USD
2001-11-28,274.35,274.35,273.65,274.35,USD
2001-11-29,274.05,274.05,274.5,274.05,USD
2001-11-30,274.4,274.4,274.25,274.4,USD
2001-12-03,277.55,277.55,274.8,277.55,USD
2001-12-04,275.75,275.75,277.25,275.75,USD
2001-12-05,274.15,274.15,275.7,274.15,USD
2001-12-06,274.55,274.55,274.35,274.55,USD
2001-12-07,274.55,274.55,274.55,274.55,USD
2001-12-10,272.75,272.75,274.45,272.75,USD
2001-12-11,272.75,272.75,272.95,272.75,USD
2001-12-12,274.25,274.25,273.05,274.25,USD
2001-12-13,274.25,274.25,274.35,274.25,USD
2001-12-14,278.45,278.45,274.5,278.45,USD
2001-12-17,277.85,277.85,278.25,277.85,USD
2001-12-18,280.35,280.35,278.15,280.35,USD
2001-12-19,275.95,275.95,280.45,275.95,USD
2001-12-20,276.15,276.15,276.15,276.15,USD
2001-12-21,278.15,278.15,276.35,278.15,USD
2001-12-24,278.05,278.05,277.7,278.05,USD
2001-12-25,279.5,279.5,278.0,279.5,USD
2001-12-26,279.25,279.25,279.1,279.25,USD
2001-12-27,277.05,277.05,279.25,277.05,USD
2001-12-28,276.55,276.55,277.25,276.55,USD
2001-12-31,278.95,278.95,276.15,278.95,USD
2002-01-02,278.85,278.85,278.85,278.85,USD
2002-01-03,278.45,278.45,278.85,278.45,USD
2002-01-04,278.95,278.95,278.55,278.95,USD
2002-01-07,278.75,278.75,278.9,278.75,USD
2002-01-08,279.05,279.05,278.85,279.05,USD
2002-01-09,283.35,283.35,279.05,283.35,USD
2002-01-10,286.75,286.75,283.35,286.75,USD
2002-01-11,287.55,287.55,286.85,287.55,USD
2002-01-14,285.35,285.35,287.35,285.35,USD
2002-01-15,284.55,284.55,284.95,284.55,USD
2002-01-16,287.55,287.55,284.65,287.55,USD
2002-01-17,284.45,284.45,287.15,284.45,USD
2002-01-18,283.55,283.55,284.0,283.55,USD
2002-01-21,282.55,282.55,283.55,282.55,USD
2002-01-22,281.8,281.8,282.55,281.8,USD
2002-01-23,279.25,279.25,281.7,279.25,USD
2002-01-24,278.8,278.8,279.25,278.8,USD
2002-01-25,279.45,279.45,278.85,279.45,USD
2002-01-28,279.05,279.05,279.35,279.05,USD
2002-01-29,281.85,281.85,278.75,281.85,USD
2002-01-30,282.05,282.05,281.95,282.05,USD
2002-01-31,282.35,282.35,281.9,282.35,USD
2002-02-01,286.25,286.25,282.75,286.25,USD
2002-02-04,289.65,289.65,286.25,289.65,USD
2002-02-05,297.75,297.75,290.05,297.75,USD
2002-02-06,296.9,296.9,297.5,296.9,USD
2002-02-07,300.3,300.3,296.5,300.3,USD
2002-02-08,304.0,304.0,301.0,304.0,USD
2002-02-11,299.7,299.7,303.6,299.7,USD
2002-02-12,300.5,300.5,299.3,300.5,USD
2002-02-13,299.5,299.5,300.9,299.5,USD
2002-02-14,300.3,300.3,299.75,300.3,USD
2002-02-15,298.1,298.1,299.7,298.1,USD
2002-02-18,297.75,297.75,298.5,297.75,USD
2002-02-19,293.25,293.25,298.25,293.25,USD
2002-02-20,291.7,291.7,292.5,291.7,USD
2002-02-21,293.0,293.0,292.0,293.0,USD
2002-02-22,293.0,293.0,294.0,293.0,USD
2002-02-25,292.7,292.7,291.65,292.7,USD
2002-02-26,297.75,297.75,292.55,297.75,USD
2002-02-27,296.4,296.4,298.0,296.4,USD
2002-02-28,296.95,296.95,296.5,296.95,USD
2002-03-01,298.15,298.15,296.65,298.15,USD
2002-03-04,296.85,296.85,298.05,296.85,USD
2002-03-05,294.07,294.07,297.07,294.07,USD
2002-03-06,293.35,293.35,294.05,293.35,USD
2002-03-07,290.25,290.25,293.65,290.25,USD
2002-03-08,289.75,289.75,289.55,289.75,USD
2002-03-11,290.8,290.8,289.6,290.8,USD
2002-03-12,294.05,294.05,290.7,294.05,USD
2002-03-13,293.55,293.55,294.15,293.55,USD
2002-03-14,291.15,291.15,293.35,291.15,USD
2002-03-15,290.05,290.05,291.25,290.05,USD
2002-03-18,292.45,292.45,290.35,292.45,USD
2002-03-19,293.0,293.0,292.65,293.0,USD
2002-03-20,292.45,292.45,293.2,292.45,USD
2002-03-21,293.15,293.15,292.35,293.15,USD
2002-03-22,297.75,297.75,292.35,297.75,USD
2002-03-25,298.25,298.25,297.25,298.25,USD
2002-03-26,296.65,296.65,298.35,296.65,USD
2002-03-27,302.15,302.15,296.75,302.15,USD
2002-03-28,302.65,302.65,302.25,302.65,USD
2002-03-29,302.7,302.7,302.5,302.7,USD
2002-04-01,303.35,303.35,302.25,303.35,USD
2002-04-02,305.85,305.85,304.05,305.85,USD
2002-04-03,302.75,302.75,305.85,302.75,USD
2002-04-04,301.0,301.0,302.65,301.0,USD
2002-04-05,300.05,300.05,300.95,300.05,USD
2002-04-08,300.35,300.35,300.15,300.35,USD
2002-04-09,298.55,298.55,300.25,298.55,USD
2002-04-10,301.75,301.75,298.55,301.75,USD
2002-04-11,302.6,302.6,301.35,302.6,USD
2002-04-12,302.15,302.15,302.4,302.15,USD
2002-04-15,299.85,299.85,301.15,299.85,USD
2002-04-16,298.25,298.25,299.65,298.25,USD
2002-04-17,302.05,302.05,298.15,302.05,USD
2002-04-18,303.65,303.65,302.25,303.65,USD
2002-04-19,302.35,302.35,303.85,302.35,USD
2002-04-22,302.9,302.9,302.15,302.9,USD
2002-04-23,303.65,303.65,303.0,303.65,USD
2002-04-24,304.05,304.05,303.55,304.05,USD
2002-04-25,307.65,307.65,304.15,307.65,USD
2002-04-26,311.35,311.35,307.35,311.35,USD
2002-04-29,311.05,311.05,311.05,311.05,USD
2002-04-30,308.35,308.35,311.55,308.35,USD
2002-05-01,308.75,308.75,309.25,308.75,USD
2002-05-02,307.85,307.85,308.85,307.85,USD
2002-05-03,311.95,311.95,307.7,311.95,USD
2002-05-06,312.7,312.7,311.5,312.7,USD
2002-05-07,311.45,311.45,312.75,311.45,USD
2002-05-08,308.2,308.2,311.35,308.2,USD
2002-05-09,309.6,309.6,308.75,309.6,USD
2002-05-10,311.05,311.05,310.25,311.05,USD
2002-05-13,310.8,310.8,310.75,310.8,USD
2002-05-14,307.65,307.65,310.85,307.65,USD
2002-05-15,309.05,309.05,307.75,309.05,USD
2002-05-16,309.9,309.9,309.05,309.9,USD
2002-05-17,311.0,311.0,309.65,311.0,USD
2002-05-20,315.75,315.75,310.65,315.75,USD
2002-05-21,316.15,316.15,315.75,316.15,USD
2002-05-22,317.9,317.9,316.2,317.9,USD
2002-05-23,322.12,322.12,317.93,322.12,USD
2002-05-24,320.6,320.6,321.5,320.6,USD
2002-05-27,320.25,320.25,320.95,320.25,USD
2002-05-28,324.35,324.35,320.3,324.35,USD
2002-05-29,325.15,325.15,324.35,325.15,USD
2002-05-30,325.0,325.0,325.0,325.0,USD
2002-05-31,326.55,326.55,324.75,326.55,USD
2002-06-03,328.1,328.1,326.55,328.1,USD
2002-06-04,324.25,324.25,328.15,324.25,USD
2002-06-05,321.4,321.4,324.8,321.4,USD
2002-06-06,325.35,325.35,321.55,325.35,USD
2002-06-07,324.0,324.0,325.85,324.0,USD
2002-06-10,319.05,319.05,323.55,319.05,USD
2002-06-11,321.2,321.2,318.95,321.2,USD
2002-06-12,319.25,319.25,321.1,319.25,USD
2002-06-13,318.15,318.15,319.5,318.15,USD
2002-06-14,319.4,319.4,318.25,319.4,USD
2002-06-17,317.25,317.25,319.25,317.25,USD
2002-06-18,320.05,320.05,317.15,320.05,USD
2002-06-19,320.85,320.85,320.15,320.85,USD
2002-06-20,323.95,323.95,320.85,323.95,USD
2002-06-21,324.65,324.65,323.75,324.65,USD
2002-06-24,322.57,322.57,325.12,322.57,USD
2002-06-25,321.35,321.35,322.85,321.35,USD
2002-06-26,319.25,319.25,321.6,319.25,USD
2002-06-27,318.25,318.25,319.55,318.25,USD
2002-06-28,314.62,314.62,318.48,314.62,USD
2002-07-01,315.15,315.15,314.0,315.15,USD
2002-07-02,313.0,313.0,315.0,313.0,USD
2002-07-03,311.2,311.2,313.05,311.2,USD
2002-07-04,310.75,310.75,311.2,310.75,USD
2002-07-05,311.5,311.5,310.9,311.5,USD
2002-07-08,312.85,312.85,310.25,312.85,USD
2002-07-09,316.65,316.65,312.6,316.65,USD
2002-07-10,316.2,316.2,316.45,316.2,USD
2002-07-11,316.6,316.6,315.65,316.6,USD
2002-07-12,316.0,316.0,316.35,316.0,USD
2002-07-15,318.15,318.15,316.25,318.15,USD
2002-07-16,318.25,318.25,318.05,318.25,USD
2002-07-17,317.65,317.65,317.85,317.65,USD
2002-07-18,317.9,317.9,317.75,317.9,USD
2002-07-19,323.95,323.95,317.85,323.95,USD
2002-07-22,323.1,323.1,324.75,323.1,USD
2002-07-23,313.25,313.25,322.95,313.25,USD
2002-07-24,310.75,310.75,313.4,310.75,USD
2002-07-25,310.25,310.25,311.25,310.25,USD
2002-07-26,303.75,303.75,310.45,303.75,USD
2002-07-29,302.55,302.55,303.75,302.55,USD
2002-07-30,304.75,304.75,302.75,304.75,USD
2002-07-31,303.55,303.55,305.0,303.55,USD
2002-08-01,304.65,304.65,303.75,304.65,USD
2002-08-02,307.4,307.4,304.0,307.4,USD
2002-08-05,308.15,308.15,307.0,308.15,USD
2002-08-06,306.35,306.35,307.55,306.35,USD
2002-08-07,314.05,314.05,306.25,314.05,USD
